PetID;PetType;Breed;Gender;AgeMonths;Color;Size;WeightKg;Vaccinated;HealthCondition;TimeInShelterDays;AdoptionFee;PreviousOwner;AdoptionLikelihood
545;Cat;Persian;F;144;Brown;Medium;23,11348709549050;1;0;9;436;1;1
546;Dog;Poodle;F;12;White;Large;17,962995925382900;1;1;1;43;1;0
547;Dog;Poodle;F;145;Brown;Large;8,720713543465500;1;0;9;31;0;0
548;Rabbit;Rabbit;M;144;Gray;Medium;1,9089373969071300;1;0;23;230;0;1
549;Rabbit;Rabbit;M;140;White;Large;4,4640176349642900;0;0;45;27;0;0
550;Bird;Parakeet;M;136;White;Large;19,04678639314680;1;0;2;422;0;0
551;Rabbit;Rabbit;M;3;Black;Large;28,0981862884329;0;0;14;490;1;0
552;Bird;Parakeet;M;144;Black;Medium;6,989497715188190;0;0;38;159;0;0
553;Rabbit;Rabbit;M;30;Brown;Large;22,315758324047900;1;0;40;332;1;0
554;Dog;Golden Retriever;M;23;White;Small;26,127080834222200;1;0;63;206;0;1
555;Bird;Parakeet;M;92;Black;Small;16,10558317497780;1;0;82;17;1;0
556;Cat;Siamese;F;115;Gray;Medium;20,408708079466100;1;1;16;102;1;0
557;Rabbit;Rabbit;M;104;Black;Small;24,635444183608300;0;0;75;69;0;0
558;Cat;Persian;F;118;Black;Medium;8,559579574477210;0;1;6;118;0;0
559;Rabbit;Rabbit;M;5;White;Small;9,609974553773250;1;1;3;138;0;0
560;Cat;Persian;F;104;White;Small;1,018197982225230;1;0;14;159;0;0
561;Cat;Persian;F;108;Orange;Small;28,929729796036300;0;0;66;231;0;0
562;Cat;Persian;F;65;Gray;Medium;27,608801943294;1;0;75;147;0;1
563;Cat;Siamese;F;121;White;Medium;23,17247964902350;1;1;86;352;1;0
564;Bird;Parakeet;M;30;Brown;Large;3,2932046083228000;1;0;67;423;0;0
565;Cat;Persian;F;149;Gray;Medium;13,977583801285700;1;1;31;391;1;0
566;Rabbit;Rabbit;M;84;Gray;Small;3,9548608651750300;1;0;33;242;1;0
567;Cat;Persian;F;150;White;Small;1,4616877506211600;1;0;88;34;1;0
568;Cat;Persian;F;32;Gray;Medium;18,869305991165300;0;0;1;324;0;0
569;Cat;Siamese;F;161;White;Medium;28,864053095325500;1;0;44;381;0;1
570;Rabbit;Rabbit;M;16;Black;Medium;27,183172679532400;1;0;15;354;0;1
571;Bird;Parakeet;M;38;Orange;Large;21,205889633126700;0;0;37;238;0;0
572;Rabbit;Rabbit;M;142;Black;Small;3,8025769407812700;1;0;27;333;0;0
573;Cat;Siamese;F;36;White;Large;8,950757092496710;1;0;48;148;1;0
574;Rabbit;Rabbit;M;151;White;Large;10,281645079673400;1;1;27;110;0;0
575;Dog;Poodle;F;114;Black;Small;23,131351674621300;0;1;12;407;0;0
576;Rabbit;Rabbit;M;66;Brown;Small;24,265226197818300;1;0;67;16;1;0
577;Dog;Labrador;M;105;Brown;Medium;12,168077566707700;1;0;30;401;0;1
578;Cat;Siamese;F;85;Brown;Medium;13,11863590191070;0;0;87;225;0;0
579;Dog;Poodle;F;2;White;Large;2,2907621390089700;1;0;66;139;1;1
580;Dog;Labrador;M;75;Gray;Medium;9,384964834144070;1;0;7;143;0;1
581;Dog;Labrador;M;67;White;Medium;14,087270138151600;1;0;34;259;0;1
582;Bird;Parakeet;M;151;Gray;Small;4,39250834517247;0;1;32;216;0;0
583;Dog;Labrador;M;154;Black;Small;14,144756361895600;1;1;39;161;1;0
584;Dog;Golden Retriever;M;55;Orange;Medium;25,74209855547620;1;0;43;91;0;1
585;Dog;Labrador;M;6;Gray;Small;17,858309572026500;1;0;43;173;0;1
586;Rabbit;Rabbit;M;163;Brown;Medium;3,288965796113960;1;0;78;330;0;1
587;Rabbit;Rabbit;M;150;White;Small;6,558468246077960;1;0;3;204;0;0
588;Rabbit;Rabbit;M;171;Black;Small;14,76178615459810;0;0;46;414;0;0
589;Bird;Parakeet;M;143;Brown;Small;11,48312734483260;1;0;32;152;0;0
590;Bird;Parakeet;M;86;Black;Small;11,403083566836900;1;0;43;102;0;0
591;Bird;Parakeet;F;60;Orange;Medium;16,348755996164100;1;1;81;201;0;0
592;Dog;Golden Retriever;M;101;White;Large;17,947481726094300;0;0;3;279;0;0
593;Bird;Parakeet;F;12;White;Small;24,10898553800950;1;1;74;64;0;0
594;Dog;Golden Retriever;M;49;Orange;Medium;10,888030340412100;1;1;63;116;0;0
595;Dog;Poodle;F;42;White;Medium;24,358522208177000;1;1;40;152;0;0
596;Bird;Parakeet;F;166;Gray;Small;10,819725644266300;0;0;18;155;0;0
597;Cat;Siamese;F;82;Black;Large;2,607556679295780;0;0;67;163;1;0
598;Rabbit;Rabbit;M;173;Brown;Small;17,071441879138900;0;0;62;81;1;0
599;Bird;Parakeet;F;35;Orange;Medium;18,049167421949600;1;0;10;5;0;1
600;Dog;Poodle;F;158;Gray;Large;28,101667123033900;0;0;52;321;0;0
601;Dog;Golden Retriever;M;158;Brown;Medium;22,055778455811800;0;0;73;66;0;0
602;Bird;Parakeet;F;134;Brown;Small;27,615406922338700;0;0;46;237;0;0
603;Cat;Persian;F;67;Orange;Large;27,34206909704730;1;0;55;71;0;0
604;Dog;Golden Retriever;M;80;Gray;Medium;18,53264919748900;0;1;46;94;0;0
605;Rabbit;Rabbit;M;7;Brown;Medium;16,305099894757000;1;0;75;303;1;1
606;Rabbit;Rabbit;M;14;Brown;Medium;17,165788047744400;0;0;60;466;0;1
607;Cat;Siamese;F;73;Gray;Small;29,371593422640200;1;0;26;497;0;0
608;Bird;Parakeet;F;143;White;Large;23,421863060661800;1;0;27;325;1;0
609;Dog;Golden Retriever;M;149;Brown;Small;4,081711238979480;1;0;38;77;0;0
610;Dog;Golden Retriever;M;163;Black;Small;23,574423796660600;1;0;22;66;0;0
611;Cat;Siamese;F;66;Gray;Small;5,945603418048550;1;0;26;175;1;0
612;Dog;Labrador;M;91;Brown;Large;13,973165921163100;1;0;86;320;1;1
613;Cat;Siamese;F;130;Orange;Small;7,103330493119490;1;0;69;171;1;0
614;Bird;Parakeet;F;163;Black;Small;20,997908900463700;1;0;35;477;0;0
615;Cat;Siamese;F;20;Brown;Small;26,441982349598000;1;0;66;254;0;1
616;Bird;Parakeet;F;10;Black;Small;9,420494675633750;1;0;73;62;1;1
617;Dog;Golden Retriever;M;25;Black;Medium;3,3783114950374400;1;0;51;301;0;1
618;Bird;Parakeet;F;25;White;Small;9,656299844173940;1;1;18;402;1;0
619;Cat;Persian;F;54;Black;Medium;20,49849388003360;1;1;43;245;0;0
620;Rabbit;Rabbit;M;33;White;Small;10,534043699079000;0;0;12;191;0;0
621;Dog;Golden Retriever;M;164;Gray;Large;9,0652528590603;0;0;3;466;1;0
622;Bird;Parakeet;F;95;White;Medium;6,348620526943680;1;0;82;328;0;1
623;Rabbit;Rabbit;M;14;Orange;Medium;15,427976379358600;0;0;7;70;0;1
624;Bird;Parakeet;F;65;Brown;Medium;9,00251601655844;1;0;6;365;0;1
625;Dog;Labrador;M;110;Gray;Medium;22,19930012504500;0;0;82;228;0;1
626;Rabbit;Rabbit;M;80;Gray;Large;3,2220496577738800;1;0;45;433;0;0
627;Rabbit;Rabbit;M;54;Orange;Small;20,25695796022820;1;0;86;62;0;0
628;Cat;Siamese;F;125;White;Medium;7,889240422465330;1;0;39;296;0;1
629;Bird;Parakeet;F;131;Brown;Large;15,18909857049650;1;0;51;244;1;0
630;Bird;Parakeet;F;169;White;Medium;9,296607738906560;0;0;9;6;0;0
631;Dog;Golden Retriever;M;134;Black;Small;21,960291604313100;0;0;23;392;1;0
632;Bird;Parakeet;F;25;White;Medium;28,413904167297500;1;0;12;259;0;1
633;Dog;Labrador;M;141;Gray;Large;27,595226604624600;1;0;88;88;0;1
634;Rabbit;Rabbit;M;117;Brown;Small;17,91936023917860;1;0;62;176;0;0
635;Bird;Parakeet;F;136;White;Large;14,415698794452400;1;0;73;203;1;0
636;Bird;Parakeet;F;149;Brown;Small;24,730714773742100;1;0;77;133;1;0
637;Bird;Parakeet;F;25;Brown;Small;20,816464516204200;1;0;40;81;1;0
638;Cat;Persian;F;79;Black;Small;6,323359312291050;1;0;54;487;0;0
639;Cat;Persian;F;68;Black;Medium;24,806657194777000;0;0;81;20;0;0
640;Dog;Poodle;F;173;Gray;Large;13,437647292446600;1;0;7;398;1;0
641;Dog;Labrador;M;12;Orange;Large;6,480584139164080;1;0;17;127;1;1
642;Cat;Persian;F;32;Brown;Large;9,17212316149828;0;1;50;194;1;0
643;Rabbit;Rabbit;M;128;Orange;Small;8,758283877201930;1;1;24;193;0;0
644;Rabbit;Rabbit;M;96;Gray;Medium;16,057002263500300;0;0;2;183;1;0
645;Rabbit;Rabbit;M;92;Brown;Small;7,79673262965839;1;1;83;246;0;0
646;Rabbit;Rabbit;M;141;Brown;Large;4,583428134645710;1;0;33;360;0;0
647;Cat;Persian;F;31;Orange;Medium;4,587034667799060;1;0;21;359;0;1
648;Bird;Parakeet;F;78;White;Medium;17,9150097170338;1;0;74;323;0;1
649;Rabbit;Rabbit;M;20;Black;Medium;22,30801937663200;1;1;53;159;1;1
650;Cat;Siamese;F;146;White;Large;10,324457256311900;1;0;46;193;1;0
651;Rabbit;Rabbit;M;60;Orange;Medium;2,004870584606500;1;1;45;109;1;0
652;Dog;Golden Retriever;M;134;Black;Medium;4,689521721173310;1;0;9;412;0;1
653;Cat;Siamese;F;160;White;Small;27,526142249774700;1;0;6;65;0;0
654;Dog;Labrador;M;93;Black;Small;15,312766128094100;1;0;51;417;1;1
655;Bird;Parakeet;F;43;Brown;Medium;14,153611478840100;0;0;35;253;0;0
656;Cat;Siamese;F;130;White;Medium;2,1034261709926400;1;0;82;282;1;1
657;Rabbit;Rabbit;M;60;Black;Small;22,130473647190100;0;0;53;59;0;0
658;Dog;Labrador;M;151;Black;Small;16,31397434703030;0;0;19;117;0;0
659;Bird;Parakeet;F;31;Black;Small;6,860347146509100;1;0;69;422;0;0
660;Bird;Parakeet;F;5;White;Large;4,192139045250660;0;0;25;43;1;0
661;Cat;Persian;F;162;Gray;Large;12,118248045328000;1;1;11;485;0;0
662;Bird;Parakeet;F;10;White;Small;25,277696961655700;1;0;74;209;0;1
663;Dog;Poodle;F;89;Orange;Medium;26,09354221682970;1;0;17;35;1;1
664;Dog;Labrador;M;130;White;Small;18,482545031473500;1;0;36;18;0;1
665;Bird;Parakeet;F;126;Black;Large;22,098556389674100;1;0;21;90;1;0
666;Cat;Persian;F;11;Brown;Medium;4,339517834683240;0;1;18;300;0;0
667;Rabbit;Rabbit;M;178;White;Large;18,05565589856780;1;1;60;211;0;0
668;Bird;Parakeet;F;159;White;Medium;20,342005401128300;1;0;18;404;1;1
669;Bird;Parakeet;F;56;Black;Large;6,820672444499970;1;0;1;406;0;0
670;Cat;Persian;F;83;Brown;Medium;26,52448725439750;1;1;14;221;0;0
671;Rabbit;Rabbit;M;137;Brown;Medium;6,654905388109570;1;1;8;216;0;0
672;Rabbit;Rabbit;M;99;Orange;Medium;10,090843435547100;1;1;66;222;0;0
673;Dog;Labrador;M;149;White;Medium;18,9961485636803;1;1;51;410;0;1
674;Cat;Siamese;F;73;Brown;Large;19,51215188879120;0;0;79;97;0;0
675;Cat;Persian;F;156;Brown;Large;21,28215748863370;1;0;60;455;1;0
676;Rabbit;Rabbit;M;115;Gray;Medium;4,248339678977970;1;0;34;18;1;1
677;Cat;Siamese;F;7;Gray;Medium;25,634468467928100;0;0;36;296;0;1
678;Cat;Siamese;F;80;Brown;Large;16,452566836214500;1;0;62;25;0;0
679;Dog;Labrador;M;144;Orange;Medium;14,668332029047000;1;0;1;27;0;1
680;Dog;Labrador;F;97;Brown;Medium;29,451831110891800;1;0;85;63;0;1
681;Bird;Parakeet;F;4;Black;Medium;22,470970611289600;0;0;42;323;0;1
682;Dog;Poodle;F;4;White;Small;4,422174771961870;1;0;1;222;0;1
683;Cat;Persian;F;103;Orange;Medium;22,93963584956100;0;0;84;79;0;0
684;Cat;Siamese;F;40;Black;Small;3,762219085213220;1;0;54;50;0;0
685;Dog;Labrador;F;17;Orange;Medium;1,7966463128765600;0;1;47;457;0;1
686;Dog;Golden Retriever;M;101;Black;Large;12,705150962827000;1;1;39;101;1;0
687;Cat;Persian;F;103;White;Small;29,813767011757300;1;0;30;175;1;0
688;Dog;Poodle;F;124;White;Small;6,071634149651020;1;0;7;9;0;0
689;Rabbit;Rabbit;M;52;Gray;Medium;20,50668596227690;0;0;22;236;1;0
690;Cat;Persian;F;52;Black;Medium;6,028485919977460;1;0;50;456;0;1
691;Bird;Parakeet;F;164;Gray;Small;22,018822273793200;1;0;45;422;1;0
692;Rabbit;Rabbit;M;124;Black;Large;15,655256378897000;1;0;74;99;0;0
693;Bird;Parakeet;F;166;Gray;Large;20,719179592591900;1;1;72;498;1;0
694;Bird;Parakeet;F;178;White;Medium;6,883322101512800;1;0;10;377;0;1
695;Rabbit;Rabbit;M;63;Orange;Large;22,623221643094600;1;0;14;227;0;0
696;Bird;Parakeet;F;116;Gray;Large;29,872952729058500;0;0;46;402;0;0
697;Dog;Golden Retriever;M;62;Black;Medium;20,30386451815280;0;0;75;63;0;0
698;Cat;Persian;F;7;Black;Large;15,310919944113500;1;0;6;379;0;1
699;Dog;Poodle;F;155;White;Medium;27,77204566995870;0;1;21;18;0;0
700;Cat;Persian;F;92;Black;Small;1,4597034247244100;1;0;62;331;1;0
701;Bird;Parakeet;F;14;Brown;Medium;22,16778205928880;1;0;19;317;0;1
702;Bird;Parakeet;F;86;Orange;Small;26,773648987600600;1;0;88;140;0;0
703;Rabbit;Rabbit;M;133;Gray;Small;2,788562925007770;0;0;82;24;0;0
704;Rabbit;Rabbit;M;130;Orange;Large;14,051860942057000;0;0;62;227;1;0
705;Dog;Labrador;F;62;White;Large;6,936864164549970;1;0;83;88;1;1
706;Rabbit;Rabbit;M;149;Gray;Large;17,429026802047100;1;0;53;91;1;0
707;Bird;Parakeet;F;79;Gray;Medium;19,836745799506200;1;0;24;41;0;1
708;Cat;Persian;F;149;Brown;Large;9,776072304933900;0;1;56;372;0;0
709;Dog;Golden Retriever;M;138;White;Small;14,339468420664900;0;0;62;294;0;0
710;Rabbit;Rabbit;M;58;Black;Large;9,100845073020230;0;0;34;413;0;0
711;Rabbit;Rabbit;M;120;Brown;Large;11,712343769198300;1;0;22;388;0;0
712;Bird;Parakeet;F;167;Brown;Medium;5,626658743964280;0;0;68;80;0;0
713;Rabbit;Rabbit;M;133;Orange;Medium;26,681223863983300;0;0;57;401;0;0
714;Bird;Parakeet;F;65;Orange;Small;1,2903019062149600;0;0;10;106;0;0
715;Cat;Siamese;F;13;Orange;Medium;26,589866406869900;1;0;66;110;0;1
716;Bird;Parakeet;F;82;Brown;Large;17,578687472142400;1;0;8;276;1;0
717;Bird;Parakeet;F;173;Black;Medium;10,618077481133500;1;0;38;213;0;1
718;Rabbit;Rabbit;M;160;Gray;Small;21,96865663834960;0;0;62;230;1;0
719;Rabbit;Rabbit;M;164;Orange;Large;15,724812404017300;1;0;28;305;0;0
720;Bird;Parakeet;F;139;Black;Small;15,474151085120600;1;0;10;120;0;0
721;Rabbit;Rabbit;M;149;White;Medium;4,1941262046500300;0;1;45;133;0;0
722;Dog;Labrador;F;52;Orange;Medium;12,295964752416900;0;0;65;305;1;1
723;Rabbit;Rabbit;M;117;Gray;Small;7,990866029845360;1;0;67;207;0;0
724;Rabbit;Rabbit;M;26;White;Large;1,4551812622921100;0;0;9;449;1;0
725;Bird;Parakeet;F;34;White;Medium;11,442889292681300;0;0;5;370;0;0
726;Cat;Persian;F;52;Gray;Medium;3,6048417533425400;1;0;10;256;0;1
727;Dog;Golden Retriever;M;112;Orange;Large;8,448071094030370;1;1;12;184;1;0
728;Rabbit;Rabbit;M;82;Brown;Medium;3,682982014309740;1;0;82;285;0;1
729;Dog;Labrador;F;157;Gray;Small;3,9273071411355700;1;1;58;441;1;0
730;Cat;Siamese;F;166;Gray;Medium;6,77132753804046;1;0;21;362;0;1
731;Bird;Parakeet;F;42;Gray;Medium;29,995628090105600;1;0;21;179;0;1
732;Cat;Persian;F;21;White;Large;1,0633401428602100;0;0;65;420;1;0
733;Bird;Parakeet;F;42;Black;Small;19,521506447491800;1;0;3;47;1;0
734;Bird;Parakeet;F;141;Brown;Large;5,096067242770160;0;0;69;86;0;0
735;Rabbit;Rabbit;M;113;Orange;Medium;27,698215964612500;1;1;89;384;1;0
736;Rabbit;Rabbit;M;105;Orange;Medium;3,7153539066752500;1;0;64;18;0;1
737;Cat;Persian;F;17;Black;Large;28,69683242666090;1;1;49;45;1;0
738;Dog;Labrador;F;120;Gray;Large;18,716865237020900;1;1;72;450;0;0
739;Cat;Siamese;F;137;Brown;Large;1,0367742305492200;1;1;17;385;0;0
740;Rabbit;Rabbit;M;169;Orange;Small;26,926208739587400;1;0;73;55;0;0
741;Cat;Persian;F;129;Orange;Medium;16,12964223964060;1;0;32;228;0;1
742;Dog;Labrador;F;130;Gray;Large;8,617422324584050;1;0;70;144;0;1
743;Rabbit;Rabbit;M;60;Black;Medium;23,251096147953300;1;0;21;91;0;1
744;Bird;Parakeet;F;48;Brown;Small;27,87330106271920;1;0;7;81;0;0
745;Bird;Parakeet;F;29;Black;Small;15,027033871257000;1;0;7;224;1;0
746;Dog;Labrador;F;97;Black;Small;10,151050758850200;1;0;27;78;0;1
747;Bird;Parakeet;F;10;Brown;Small;23,879408594112900;0;1;8;149;0;0
748;Bird;Parakeet;F;58;Brown;Medium;20,771779435865200;1;1;73;360;0;0
749;Rabbit;Rabbit;M;21;Orange;Small;26,7738220287579;1;0;28;282;1;1
750;Rabbit;Rabbit;M;28;Orange;Small;21,082906370074600;1;0;79;310;0;0
751;Bird;Parakeet;F;34;Brown;Large;8,062321828086550;1;0;66;484;0;0
752;Rabbit;Rabbit;M;8;White;Small;28,018118243011600;1;0;71;159;0;1
753;Rabbit;Rabbit;M;177;Orange;Large;4,040236668973750;0;0;47;315;0;0
754;Cat;Persian;F;79;White;Small;8,770339753098590;0;0;82;364;0;0
755;Dog;Golden Retriever;M;145;Brown;Small;16,08564362399270;1;0;86;466;0;0
756;Dog;Poodle;F;87;Orange;Large;17,40651875605610;0;0;10;155;0;0
757;Rabbit;Rabbit;M;88;Black;Small;1,4440070121802600;1;0;33;155;0;0
758;Rabbit;Rabbit;M;173;Brown;Medium;23,63660904880730;1;0;7;375;0;1
759;Cat;Siamese;F;69;Gray;Medium;11,486612234336300;1;1;3;201;0;0
760;Rabbit;Rabbit;M;160;White;Small;12,786137689062000;1;0;14;467;0;0
761;Cat;Siamese;F;172;Brown;Medium;24,471716788671400;0;0;44;408;1;0
762;Bird;Parakeet;F;87;Brown;Large;11,999218360098800;1;0;46;340;1;0
763;Dog;Labrador;F;101;Orange;Small;2,36952141834789;1;0;61;461;0;1
764;Cat;Persian;F;8;Orange;Small;6,116753343640160;1;0;36;341;0;1
765;Cat;Persian;F;77;Orange;Large;28,72119199925730;0;0;13;116;0;0
766;Cat;Persian;F;87;Gray;Large;3,0417555096729100;1;0;16;153;0;0
767;Bird;Parakeet;F;43;Orange;Large;11,29300482807250;0;0;80;363;0;0
768;Rabbit;Rabbit;M;129;Brown;Small;15,592195844489000;1;0;5;330;0;0
769;Dog;Labrador;F;109;Orange;Large;15,305143992818200;0;0;89;118;1;0
770;Rabbit;Rabbit;M;179;Black;Large;1,1148383473521400;0;0;38;198;1;0
771;Dog;Labrador;F;152;Orange;Medium;15,53371921226720;0;0;50;400;0;1
772;Cat;Siamese;F;152;Gray;Medium;12,129401281344900;1;0;38;465;0;1
773;Rabbit;Rabbit;M;17;Black;Small;29,190300728762200;1;1;56;262;1;0
774;Rabbit;Rabbit;M;133;Brown;Medium;5,615613435821070;1;1;63;183;1;0
775;Rabbit;Rabbit;M;148;Brown;Medium;11,270471706025400;1;0;48;447;1;1
776;Rabbit;Rabbit;M;21;White;Large;13,164963067604800;1;1;59;147;0;0
777;Rabbit;Rabbit;M;58;Black;Large;12,330112575927500;1;0;77;165;0;0
778;Bird;Parakeet;F;159;White;Medium;20,309094001904000;1;1;44;74;0;0
779;Bird;Parakeet;F;110;Black;Medium;7,249872868885300;0;0;55;235;0;0
780;Dog;Labrador;F;139;Black;Medium;7,411075031605760;1;0;55;313;0;1
781;Rabbit;Rabbit;M;143;Gray;Small;22,14711750652470;1;1;1;271;0;0
782;Rabbit;Rabbit;M;135;White;Small;15,50842504166720;1;0;8;178;1;0
783;Bird;Parakeet;F;28;Gray;Small;13,039514605662000;1;0;4;282;1;0
784;Bird;Parakeet;F;51;Black;Medium;5,906888498640300;0;0;85;50;0;0
785;Cat;Siamese;F;5;Brown;Medium;6,438289464452830;0;0;86;74;1;1
786;Cat;Persian;F;5;Black;Small;1,3059974676611200;1;0;53;143;0;1
787;Cat;Persian;F;94;Gray;Small;3,6513617969895700;0;0;58;342;1;0
788;Cat;Siamese;F;96;White;Medium;17,14832214601700;0;1;37;187;0;0
789;Bird;Parakeet;F;8;White;Large;26,864320770243900;0;0;49;122;0;0
790;Cat;Persian;F;64;Gray;Small;9,327778188786170;1;1;67;331;0;0
791;Bird;Parakeet;F;138;White;Medium;10,504669550987700;0;1;19;250;0;0
792;Bird;Parakeet;F;38;Orange;Medium;4,352562707733850;1;0;1;295;0;1
793;Cat;Siamese;F;111;Brown;Large;12,27029742260600;1;0;29;322;0;0
794;Cat;Siamese;F;112;Brown;Medium;2,079429432510550;1;1;87;129;1;0
795;Rabbit;Rabbit;M;81;Brown;Medium;27,610420191595100;0;0;33;251;0;0
796;Bird;Parakeet;F;136;White;Small;20,52022909561130;1;0;52;357;0;0
797;Rabbit;Rabbit;M;104;White;Small;29,731715472403300;1;0;41;431;0;0
798;Dog;Labrador;F;153;Black;Large;26,601871717676300;1;0;23;179;0;1
799;Rabbit;Rabbit;M;73;Black;Large;14,716727217246400;1;0;5;407;0;0
800;Dog;Golden Retriever;M;178;Brown;Medium;16,070865903360900;1;0;71;348;1;1
801;Rabbit;Rabbit;M;49;Orange;Small;6,526705348998620;0;0;57;494;0;0
802;Bird;Parakeet;F;36;Black;Large;14,399140942347100;1;0;6;109;0;0
803;Rabbit;Rabbit;M;126;Black;Large;27,18780833129150;1;1;49;481;1;0
804;Dog;Labrador;F;68;White;Large;2,4747492854388100;0;0;22;467;0;0
805;Rabbit;Rabbit;M;78;Orange;Medium;26,043147286951000;1;1;77;337;0;0
806;Rabbit;Rabbit;M;105;Brown;Small;10,887486247635700;1;0;76;77;1;0
807;Cat;Siamese;F;169;Black;Large;27,085870187793000;0;0;4;465;0;0
808;Cat;Siamese;F;122;Orange;Small;28,285517283903100;0;0;72;1;0;0
809;Cat;Siamese;F;119;Orange;Large;20,455081723055300;0;1;64;320;1;0
810;Rabbit;Rabbit;M;114;Brown;Large;20,268289811187700;1;0;37;275;0;0
811;Dog;Labrador;F;10;Orange;Small;14,129875793553500;0;0;31;289;0;1
812;Rabbit;Rabbit;M;149;Orange;Small;25,230666511767500;0;1;37;296;1;0
813;Dog;Labrador;F;164;Orange;Small;28,886769994565200;0;0;45;168;0;0
814;Cat;Siamese;F;140;Black;Medium;23,477372209834500;1;0;8;239;0;1
815;Bird;Parakeet;F;91;Brown;Large;19,036165278944600;1;0;40;458;1;0
816;Bird;Parakeet;F;2;Orange;Medium;18,596993978818800;1;1;5;474;1;1
817;Rabbit;Rabbit;M;118;Orange;Small;25,634627145926200;0;0;28;22;0;0
818;Dog;Golden Retriever;M;13;Black;Large;16,69490920736770;1;0;81;293;0;1
819;Dog;Labrador;F;160;Brown;Medium;24,311936701215900;1;1;87;171;1;1
820;Rabbit;Rabbit;M;95;White;Large;15,757672400053100;1;0;9;322;1;0
